Last name of the artist;First name of the artist;Sex of the artist (F/M/FM/empty);Membership in movement, if applicable;Biographical elements;Detailed address of the artist, as it appears in the catalogue;Country of the artist;State of the artist;City of the artist;Street number of the artist's address;Street name of the artist's address;Floor level of the artist's address;Local address of the artist;Additional information on the artist's address;Address as it appears in the catalogue;Country of the artist 2;State of the artist 2;City of the artist 2;Street number of the artist's address 2;Street name of the artist's address 2;Floor level of the artist's address 2;Local address of the artist 2;Additional information on the artist's address 2;Artist's nationality;Student of;Birth year;Month of birth;Day of birth;Detailed birth address of the artist, as it appears in the catalogue;Country of birth;State of birth;City of birth;Street number of the birth address;Street name of the birth address;Floor level of the birth address;Local address of birth;Additional information on the birth address;Year of death;Month of death;Day of death;Detailed death address of the artist, as it appears in the catalogue;Country of death;State of death;City of death;Street number of the death address;Street name of the death address;Floor level of the death address;Local address of death;Additional information on the death address;Notes;Number;Title of artwork;Subtitle;Translated title;Start year of creation;Start month of creation;Start day of creation;End year of creation;End month of creation;End day of creation;Country of creation;State of creation;City of creation;Dimensions;Categories;Medium;Room;Chapter of the catalogue ?;Price;Location/Owner;Owner's country;Owner's state;Owner's city;Notes
BINDER MESTRO (Madame).; ; ; ;  P. C. P. 7, rue d'Artois, Paris.; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;66;Moutons à contre-jour.;; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
BINDER MESTRO (Madame).; ; ; ;  P. C. P. 7, rue d'Artois, Paris.; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;67;Étude d’enfant.;; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
BINDER MESTRO (Madame).; ; ; ;  P. C. P. 7, rue d'Artois, Paris.; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;68;La Cueillette.;; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
BINDER MESTRO (Madame).; ; ; ;  P. C. P. 7, rue d'Artois, Paris.; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;69;Fin du jour.;; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
BISHOF (Clarence B.).; ; ; ; 1722, Arch. St. Philadelphie (E. U. A.).; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;70;Portrait de Mme G. Pl.; Pl.; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
BISHOF (Clarence B.).; ; ; ; 1722, Arch. St. Philadelphie (E. U. A.).; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;71;Le Livre de contes. Pl.; Pl.; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
BISHOF (Clarence B.).; ; ; ; 1722, Arch. St. Philadelphie (E. U. A.).; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;72;Le quai de Gloucester. Pl.; Pl.; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
BIVER (Mme Eugène).; ; ; ; 14, rue de Prony, Paris.; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;73;Portrait de jeune homme. ; A. Br.; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
BIVER (Mme Eugène).; ; ; ; 14, rue de Prony, Paris.; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;74;En Zélande. ; A. Br.; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
BLONDEL (Paul).; ; ; ; 39, rue de l'Abbé-Grégoire, Paris.; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;75;Mare le Trivaux (Meudon).;; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
BLOUNT (David).; ; ; ;  L. R. 52, Sidney Grove, Newcastle upon Tyne (Angleterre).; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;76;Juliette. ; Gb.; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
BLOUNT (David).; ; ; ;  L. R. 52, Sidney Grove, Newcastle upon Tyne (Angleterre).; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;77;Crépuscule. ; Gb.; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
BLOUNT (David).; ; ; ;  L. R. 52, Sidney Grove, Newcastle upon Tyne (Angleterre).; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;78;La Crinoline. ; Gb.; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
BLOUNT (David).; ; ; ;  L. R. 52, Sidney Grove, Newcastle upon Tyne (Angleterre).; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;79;Fin de mars. ; Gb.; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
BLOUNT (David).; ; ; ;  L. R. 52, Sidney Grove, Newcastle upon Tyne (Angleterre).; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;80;Murmures de la Mer. ; Gb.; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
BLOUNT (David).; ; ; ;  L. R. 52, Sidney Grove, Newcastle upon Tyne (Angleterre).; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;81;Derniers jours d’automne. ; Gb.; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
BOISLECOMBE (J. de).; ; ; ; 5, rue Saint-Philippe-du-Roule, Paris.; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;82;A Caudebec. ; D. Gb.; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
BONZOM (E.).; ; ; ;  P. C. P. - S. A. E. 46, boulevard Raspail, Paris.; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;83;Brume printanière. ; A. Ch. Fr.; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
BONZOM (E.).; ; ; ;  P. C. P. - S. A. E. 46, boulevard Raspail, Paris.; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;84;Sur le Morin. ; A. Ch. Fr.; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
BONZOM (E.).; ; ; ;  P. C. P. - S. A. E. 46, boulevard Raspail, Paris.; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;85;Cluny sous la neige. ; A. Ch. Fr.; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
BONZOM (E.).; ; ; ;  P. C. P. - S. A. E. 46, boulevard Raspail, Paris.; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;86;Quai de Seine par la neige. ; A. L.; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
BOUGHTON (Miss Alice).; ; ; ;  P. S. E. U. New-York (E. U. A.).; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;87;Eté.;; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
BOUGHTON (Miss Alice).; ; ; ;  P. S. E. U. New-York (E. U. A.).; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;88;Jeune fille danoise.;; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
BOULDOYRE (Raymond).; ; ; ; 13, rue de Maistre, Paris.; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;89;Soleil couchant à Dinard. ; A. Br.; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
BOULDOYRE (Raymond).; ; ; ; 13, rue de Maistre, Paris.; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;90;Sur la Seine, à Paris. ; A. Br.; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
BOURGEOIS (Commandant E.).; ; ; ;  P. C. P. 145, rue la Pompe, Paris.; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;91;Soir d'automne. ; A. Br.; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
BOURGEOIS (Commandant E.).; ; ; ;  P. C. P. 145, rue la Pompe, Paris.; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;92;Échoué. ; A. Br.; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
BOURGEOIS (Commandant E.).; ; ; ;  P. C. P. 145, rue la Pompe, Paris.; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;93;La mer. ; A. Br.; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
BOURGEOIS (Commandant E.).; ; ; ;  P. C. P. 145, rue la Pompe, Paris.; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;94;Cuirassiers. ; A. Br.; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
BOUTIQUE (Augustin).; ; ; ;  S. P. DU NORD DE LA FRANCE. 24, rue Saint-Thomas, Douai (Nord).; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;95;Crépuscule. ; A. Gb.; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
BOUTIQUE (Augustin).; ; ; ;  S. P. DU NORD DE LA FRANCE. 24, rue Saint-Thomas, Douai (Nord).; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;96;Intérieur d’église. ; D. Gb.; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
BOUTIQUE (Augustin).; ; ; ;  S. P. DU NORD DE LA FRANCE. 24, rue Saint-Thomas, Douai (Nord).; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;97;Sur les quais. ; A. Gb.; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
BOUY (Georges).; ; ; ; 3, rue des Œillets, Bruxelles (Belgique).; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;98;Étude. ; L.; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
BOUY (Georges).; ; ; ; 3, rue des Œillets, Bruxelles (Belgique).; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;99;Église abandonnée. ; Ch.; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
BRIAND (G.).; ; ; ; 85, rue de la Condamine, Paris.; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;100;Le sculpteur Granet travaillant à la statue d’A. de Musset.; A. Ch. V.; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
BRIAND (G.).; ; ; ; 85, rue de la Condamine, Paris.; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;101;La peintre G. Jeannin dans son atelier. ; A. Ch. V.; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
BRIGMAN (Mme Annie W.) ; ; ; ;  P. S. E. U. Oakland (E. U. A.).; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;102;Madone. ; Pl.; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
BROWN (E. L.).; ; ; ; 6, South Clerk Street, Édimbourg (Écosse).; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;103;Compagnons. ; Ch.; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
BRUNETTA D'USSEAUX (Comte E.).; ; ; ;  P. C. P. 37, avenue Montaigne, Paris.; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;104;Venise, à la gare du chemin de fer. A.; A.; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
BRUNETTA D'USSEAUX (Comte E.).; ; ; ;  P. C. P. 37, avenue Montaigne, Paris.; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;105;Une journée de courses à l’hippodrome de Saint-Cloud.; A.; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
BUCQUET (Mlle Antoinette).; ; ; ;  P. C. P. 12, rue Paul-Baudry, Paris.; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;106;Brume matinale à Glasgow.;; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
BUCQUET (Mlle Antoinette).; ; ; ;  P. C. P. 12, rue Paul-Baudry, Paris.; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;107;A la fontaine (Saint-Sébastien).;; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
BUCQUET (Maurice).; ; ; ;  P. C. P. - L. R. S. V. DE PH. - S. F. P. - S. A. E. 12, rue Paul-Baudry, Paris.; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;108;Étude en sanguine.;; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
BUCQUET (Maurice).; ; ; ;  P. C. P. - L. R. S. V. DE PH. - S. F. P. - S. A. E. 12, rue Paul-Baudry, Paris.; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;109;Profil.;; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
BUCQUET (Maurice).; ; ; ;  P. C. P. - L. R. S. V. DE PH. - S. F. P. - S. A. E. 12, rue Paul-Baudry, Paris.; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;110;Croquis parisien. — Marchande de marée.;; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
BUCQUET (Maurice).; ; ; ;  P. C. P. - L. R. S. V. DE PH. - S. F. P. - S. A. E. 12, rue Paul-Baudry, Paris.; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;111;Croquis parisien. — L’Averse.;; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
BUCQUET (Maurice).; ; ; ;  P. C. P. - L. R. S. V. DE PH. - S. F. P. - S. A. E. 12, rue Paul-Baudry, Paris.; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;112;Brume dans le port de Hambourg.;; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
BUCQUET (Maurice).; ; ; ;  P. C. P. - L. R. S. V. DE PH. - S. F. P. - S. A. E. 12, rue Paul-Baudry, Paris.; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;113;Panneau décoratif.;; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
BUFFIÈRES (Comte de).; ; ; ;  P. C. P. 29, rue de Bassano, Paris.; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;114;Repos.; D.; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
CAMUS (Victor).; ; ; ;  P. C. P. Morlaix (Finistère).; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;115;Le Taureau. ; Ch. Fr.; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
CAMUS (Victor).; ; ; ;  P. C. P. Morlaix (Finistère).; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;116;L’Abreuvoir. ; L.; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
CANFYN (Albert).; ; ; ;  A. B. DE PH. 33, rue Haut-Port, Gand (Belgique); ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;117;Matin du jour en prairie.; A. Br.; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
CANFYN (Albert).; ; ; ;  A. B. DE PH. 33, rue Haut-Port, Gand (Belgique); ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;118;Une rue du Courgain, à Calais.; A. Br.; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
CANFYN (Albert).; ; ; ;  A. B. DE PH. 33, rue Haut-Port, Gand (Belgique); ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;119;La Lettre (étude).; D. Ch. V.; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
CANTRIN (Victor).; ; ; ; 5, boulevard Saint-Charles, Marseille (Bouches-du-Rhône).; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;120;Printemps fleuri. ; Ch. Fr.; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
CARPENTIER (Georges).; ; ; ;  La Fère (Aisne).; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;121;Le vieil artisan. ; D. Ch. Fr.; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
CARPENTIER (Georges).; ; ; ;  La Fère (Aisne).; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;122;Le meilleur moment de la journée. ; D. Ch. Fr.; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
CASTELLANI (Livio).; ; ; ;  P. C. P. 4, rue de l'Université, Paris.; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;123;Lavandières. ; A. Br.; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
CASTELLANI (Livio).; ; ; ;  P. C. P. 4, rue de l'Université, Paris.; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;124;Mon portrait. ; A. Ch. Fr.; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
CASTELLANI (Livio).; ; ; ;  P. C. P. 4, rue de l'Université, Paris.; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;125;Décembre. ; A. Br.; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
CASTELLANI (Livio).; ; ; ;  P. C. P. 4, rue de l'Université, Paris.; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;126;Au cœur de l’hiver. ; A. Ch. Fr.; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
CASTELLANI (Livio).; ; ; ;  P. C. P. 4, rue de l'Université, Paris.; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;127;Étang de Clamart. ; A. Ch. V.; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
CASTUEIL (Docteur).; ; ; ;  P. C. P. - S. PH. DE MARSEILLE. 20, cours du Chapitre, Marseille (Bouches-du-Rhône).; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;128;Cueillette des olives. ; A. Ch. Fr.; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
CASTUEIL (Docteur).; ; ; ;  P. C. P. - S. PH. DE MARSEILLE. 20, cours du Chapitre, Marseille (Bouches-du-Rhône).; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;129;À l'oratoire. ; A. G.; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
CAUTIN (Marcel).; ; ; ; 68, rue Caumartin, Paris.; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;130;Labourage. ; D. Br.; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
CAUTIN (Marcel).; ; ; ; 68, rue Caumartin, Paris.; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;131;Portrait. ; D. G. Cl.; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
CAUTIN (Marcel).; ; ; ; 68, rue Caumartin, Paris.; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;132;Portrait de Mlle X. ;— D. Pl.; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;
